id,sex,edad,origen,timerun,categoria,nacionalidad
1528,Hombre,41,Cali,4566,3. Veteranos A,COL
1529,Mujer,27,Cali,4571,2. Abierta,COL
1530,Hombre,47,Cali,4571,3. Veteranos A,COL
1531,Hombre,37,Cali,4571,2. Abierta,COL
1532,Mujer,49,Cali,4572,3. Veteranos A,COL
1533,Mujer,34,Cali,4572,2. Abierta,COL
1534,Mujer,32,Jamundi,4573,2. Abierta,COL
1535,Hombre,40,Cali,4573,3. Veteranos A,COL
1536,Hombre,76,Cali,4573,5. Veteranos C,COL
1537,Hombre,43,Cali,4574,3. Veteranos A,COL
1538,Mujer,52,Cali,4575,4. Veteranos B,COL
1539,Hombre,42,Cali,4575,3. Veteranos A,COL
1540,Mujer,39,Cali,4579,2. Abierta,COL
1541,Hombre,35,Cali,4579,2. Abierta,COL
1542,Mujer,37,Cali,4580,2. Abierta,COL
1543,Mujer,34,Yumbo,4582,2. Abierta,COL
1544,Mujer,35,Cali,4583,2. Abierta,COL
1545,Hombre,48,Cali,4586,3. Veteranos A,COL
1546,Mujer,30,Cali,4586,2. Abierta,COL
1547,Mujer,42,Cali,4589,3. Veteranos A,COL
1548,Hombre,43,Cali,4589,3. Veteranos A,COL
1549,Hombre,38,Tulua,4590,2. Abierta,COL
1550,Mujer,22,Cali,4590,2. Abierta,COL
1551,Hombre,40,Cali,4591,3. Veteranos A,COL
1552,Hombre,38,Cali,4592,2. Abierta,COL
1553,Hombre,45,Cali,4592,3. Veteranos A,COL
1554,Mujer,37,Cali,4592,2. Abierta,COL
1555,Mujer,35,Cali,4593,2. Abierta,COL
1556,Mujer,51,Cali,4594,4. Veteranos B,COL
1557,Hombre,49,Cali,4597,3. Veteranos A,COL
1558,Mujer,37,Cali,4598,2. Abierta,COL
1559,Hombre,71,Cali,4600,5. Veteranos C,0
1560,Mujer,27,Cali,4604,2. Abierta,COL
1561,Hombre,39,Cali,4604,2. Abierta,COL
1562,Hombre,39,Cali,4606,2. Abierta,COL
1563,Hombre,37,Cali,4610,2. Abierta,COL
1564,Mujer,38,Cali,4611,2. Abierta,COL
1565,Mujer,46,Cali,4612,3. Veteranos A,COL
1566,Hombre,43,Ginebra,4613,3. Veteranos A,COL
1567,Hombre,45,Cali,4613,3. Veteranos A,COL
1568,Hombre,16,Cali,4619,1. Juvenil,COL
1569,Hombre,42,Cali,4620,3. Veteranos A,COL
1570,Hombre,38,Cali,4622,2. Abierta,COL
1571,Hombre,65,Cali,4626,5. Veteranos C,COL
1572,Mujer,34,Cali,4627,2. Abierta,COL
1573,Hombre,25,Cali,4629,2. Abierta,COL
1574,Mujer,38,Jamundi,4629,2. Abierta,COL
1575,Hombre,22,Cali,4635,2. Abierta,COL
1576,Mujer,55,Cali,4637,4. Veteranos B,COL
1577,Hombre,32,Cali,4639,2. Abierta,COL
1578,Hombre,37,Cali,4644,2. Abierta,COL
1579,Hombre,32,Cali,4645,2. Abierta,COL
1580,Mujer,38,Cali,4646,2. Abierta,COL
1581,Mujer,38,Cali,4648,2. Abierta,COL
1582,Hombre,32,Cali,4650,2. Abierta,COL
1583,Mujer,60,Cali,4650,5. Veteranos C,COL
1584,Hombre,27,Cali,4650,2. Abierta,COL
1585,Hombre,24,Candelaria,4651,2. Abierta,COL
1586,Mujer,48,Cali,4652,3. Veteranos A,COL
1587,Hombre,34,Cali,4656,2. Abierta,COL
1588,Mujer,49,Cali,4657,3. Veteranos A,COL
1589,Hombre,32,Cali,4660,2. Abierta,COL
1590,Hombre,39,Cali,4663,2. Abierta,COL
1591,Hombre,24,Cali,4667,2. Abierta,COL
1592,Mujer,31,Cali,4668,2. Abierta,COL
1593,Mujer,30,Cali,4669,2. Abierta,COL
1594,Mujer,41,Cali,4671,3. Veteranos A,COL
1595,Hombre,38,Palmira,4671,2. Abierta,COL
1596,Mujer,51,Popayán,4672,4. Veteranos B,COL
1597,Mujer,53,Cali,4674,4. Veteranos B,COL
1598,Hombre,76,Cali,4675,5. Veteranos C,COL
1599,Hombre,57,Cali,4675,4. Veteranos B,COL
1600,Mujer,26,Cali,4678,2. Abierta,COL
1601,Mujer,37,Jamundi,4681,2. Abierta,COL
1602,Hombre,16,Cali,4683,1. Juvenil,COL
1603,Hombre,32,Cali,4687,2. Abierta,COL
1604,Mujer,42,Ginebra,4687,3. Veteranos A,COL
1605,Mujer,25,Cali,4687,2. Abierta,COL
1606,Hombre,26,Cali,4689,2. Abierta,COL
1607,Mujer,23,Cali,4689,2. Abierta,COL
1608,Mujer,25,Cali,4689,2. Abierta,COL
1609,Hombre,33,Buga,4690,2. Abierta,COL
1610,Mujer,35,Buga,4690,2. Abierta,COL
1611,Hombre,57,Cali,4692,4. Veteranos B,COL
1612,Hombre,40,Cali,4692,3. Veteranos A,COL
1613,Mujer,31,Cali,4696,2. Abierta,COL
1614,Mujer,40,Cali,4696,3. Veteranos A,COL
1615,Mujer,33,Cali,4700,2. Abierta,COL
1616,Hombre,34,Cali,4703,2. Abierta,COL
1617,Mujer,26,Cali,4703,2. Abierta,COL
1618,Mujer,31,Buga,4703,2. Abierta,COL
1619,Mujer,28,Cali,4708,2. Abierta,COL
1620,Mujer,32,Cali,4710,2. Abierta,COL
1621,Mujer,21,Cali,4710,2. Abierta,COL
1622,Hombre,26,Cali,4718,2. Abierta,COL
1623,Hombre,19,Cali,4725,2. Abierta,COL
1624,Mujer,45,Cali,4726,3. Veteranos A,COL
1625,Mujer,42,Cali,4727,3. Veteranos A,COL
1626,Mujer,28,Cali,4729,2. Abierta,COL
1627,Mujer,31,Cali,4731,2. Abierta,COL
1628,Hombre,43,Cali,4731,3. Veteranos A,COL
1629,Hombre,25,Cali,4732,2. Abierta,COL
1630,Mujer,49,Cali,4736,3. Veteranos A,COL
1631,Mujer,39,Cali,4736,2. Abierta,COL
1632,Mujer,33,Cali,4738,2. Abierta,COL
1633,Mujer,23,Cali,4739,2. Abierta,COL
1634,Mujer,28,Buga,4743,2. Abierta,COL
1635,Hombre,43,Cali,4744,3. Veteranos A,COL
1636,Hombre,32,Costa Rica,4746,2. Abierta,COL
1637,Mujer,29,Cali,4747,2. Abierta,COL
1638,Hombre,35,Cali,4748,2. Abierta,COL
1639,Mujer,41,Cali,4750,3. Veteranos A,COL
1640,Mujer,36,Cali,4751,2. Abierta,COL
1641,Mujer,37,Buga,4751,2. Abierta,COL
1642,Mujer,31,Cali,4752,2. Abierta,COL
1643,Hombre,21,Cali,4754,2. Abierta,COL
1644,Mujer,30,Cali,4756,2. Abierta,COL
1645,Hombre,32,Cali,4760,2. Abierta,COL
1646,Mujer,36,Cali,4760,2. Abierta,COL
1647,Mujer,30,Cali,4762,2. Abierta,COL
1648,Hombre,29,Cali,4764,2. Abierta,COL
1649,Hombre,39,Cali,4767,2. Abierta,COL
1650,Hombre,58,Cali,4770,4. Veteranos B,COL
1651,Hombre,28,Cali,4773,2. Abierta,COL
1652,Hombre,32,Cali,4780,2. Abierta,COL
1653,Hombre,40,Cali,4780,3. Veteranos A,COL
1654,Mujer,53,Cali,4783,4. Veteranos B,COL
1655,Mujer,27,Cali,4785,2. Abierta,COL
1656,Mujer,52,Jamundi,4785,4. Veteranos B,COL
1657,Hombre,47,Jamundi,4788,3. Veteranos A,COL
1658,Hombre,28,Cali,4789,2. Abierta,COL
1659,Mujer,27,Cali,4790,2. Abierta,COL
1660,Hombre,55,Jamundi,4792,4. Veteranos B,COL
1661,Hombre,28,Cali,4793,2. Abierta,COL
1662,Mujer,34,Cali,4794,2. Abierta,COL
1663,Hombre,57,Cali,4795,4. Veteranos B,COL
1664,Hombre,40,Cali,4796,3. Veteranos A,COL
1665,Mujer,29,Cali,4803,2. Abierta,COL
1666,Hombre,42,Cali,4805,3. Veteranos A,COL
1667,Mujer,33,Cali,4807,2. Abierta,COL
1668,Hombre,40,Cali,4818,3. Veteranos A,COL
1669,Mujer,27,Cali,4818,2. Abierta,COL
1670,Mujer,36,Cali,4823,2. Abierta,COL
1671,Mujer,41,Cali,4824,3. Veteranos A,COL
1672,Mujer,18,Cali,4825,2. Abierta,COL
1673,Mujer,50,Cali,4826,4. Veteranos B,COL
1674,Hombre,26,Jamundi,4831,2. Abierta,COL
1675,Mujer,26,Cali,4833,2. Abierta,COL
1676,Mujer,22,Cali,4836,2. Abierta,COL
1677,Mujer,27,Cali,4837,2. Abierta,COL
1678,Hombre,33,Cali,4842,2. Abierta,COL
1679,Hombre,61,Cali,4843,5. Veteranos C,COL
1680,Mujer,22,Cali,4846,2. Abierta,COL
1681,Mujer,53,Cali,4847,4. Veteranos B,COL
1682,Hombre,30,Cali,4848,2. Abierta,COL
1683,Mujer,28,Cali,4849,2. Abierta,COL
1684,Mujer,38,Cali,4849,2. Abierta,COL
1685,Hombre,21,Cali,4850,2. Abierta,COL
1686,Hombre,42,Cali,4852,3. Veteranos A,COL
1687,Mujer,41,Cali,4853,3. Veteranos A,COL
1688,Mujer,51,Cali,4855,4. Veteranos B,COL
1689,Mujer,37,Cali,4864,2. Abierta,COL
1690,Hombre,37,Ginebra,4864,2. Abierta,COL
1691,Mujer,34,Cali,4866,2. Abierta,COL
1692,Hombre,55,Cali,4867,4. Veteranos B,COL
1693,Mujer,59,Cali,4868,4. Veteranos B,COL
1694,Mujer,40,Cali,4869,3. Veteranos A,COL
1695,Hombre,26,Cali,4869,2. Abierta,COL
1696,Hombre,40,Cali,4874,3. Veteranos A,COL
1697,Mujer,32,Cali,4877,2. Abierta,COL
1698,Mujer,34,Cali,4883,2. Abierta,COL
1699,Hombre,28,Cali,4884,2. Abierta,COL
1700,Mujer,47,Cali,4885,3. Veteranos A,COL
1701,Mujer,23,Cali,4887,2. Abierta,COL
1702,Hombre,26,Cali,4888,2. Abierta,COL
1703,Mujer,17,Jamundi,4889,1. Juvenil,COL
1704,Mujer,32,Cali,4897,2. Abierta,COL
1705,Mujer,53,Cali,4904,4. Veteranos B,COL
1706,Hombre,30,Cali,4906,2. Abierta,COL
1707,Mujer,35,Cali,4908,2. Abierta,COL
1708,Mujer,34,Cali,4910,2. Abierta,COL
1709,Mujer,28,Cali,4912,2. Abierta,COL
1710,Mujer,34,Cali,4912,2. Abierta,COL
1711,Hombre,43,Cali,4915,3. Veteranos A,COL
1712,Mujer,39,Cali,4915,2. Abierta,COL
1713,Mujer,25,Cali,4916,2. Abierta,COL
1714,Mujer,36,Cali,4918,2. Abierta,COL
1715,Mujer,61,Cali,4921,5. Veteranos C,COL
1716,Hombre,34,Cali,4923,2. Abierta,COL
1717,Mujer,28,Cali,4924,2. Abierta,COL
1718,Mujer,23,Villa Rica,4924,2. Abierta,COL
1719,Hombre,33,Cali,4925,2. Abierta,COL
1720,Hombre,54,Cali,4928,4. Veteranos B,COL
1721,Hombre,52,Cali,4930,4. Veteranos B,COL
1722,Mujer,37,Cali,4934,2. Abierta,COL
1723,Mujer,22,Cali,4934,2. Abierta,COL
1724,Hombre,39,Cali,4936,2. Abierta,COL
1725,Hombre,54,Cali,4936,4. Veteranos B,COL
1726,Hombre,31,Yumbo,4937,2. Abierta,COL
1727,Mujer,44,Cali,4940,3. Veteranos A,COL
1728,Hombre,44,Cali,4942,3. Veteranos A,COL
1729,Hombre,36,Cali,4942,2. Abierta,COL
1730,Hombre,34,Cali,4948,2. Abierta,COL
1731,Mujer,63,Cali,4951,5. Veteranos C,COL
1732,Mujer,26,Cali,4953,2. Abierta,COL
1733,Mujer,56,Cali,4955,4. Veteranos B,COL
1734,Mujer,50,Cali,4966,4. Veteranos B,COL
1735,Hombre,30,Puerto Tejada,4970,2. Abierta,COL
1736,Mujer,19,Cali,4970,2. Abierta,COL
1737,Mujer,30,Cali,4970,2. Abierta,COL
1738,Mujer,40,Cali,4972,3. Veteranos A,COL
1739,Mujer,51,Cali,4973,4. Veteranos B,COL
1740,Mujer,31,Cali,4975,2. Abierta,COL
1741,Mujer,34,Yumbo,4980,2. Abierta,COL
1742,Mujer,20,Cali,4981,2. Abierta,COL
1743,Mujer,48,Cali,4981,3. Veteranos A,COL
1744,Hombre,39,Cali,4983,2. Abierta,COL
1745,Mujer,17,Cali,4983,1. Juvenil,COL
1746,Mujer,43,Yumbo,4983,3. Veteranos A,COL
1747,Mujer,53,Cali,4991,4. Veteranos B,COL
1748,Mujer,52,Cali,4991,4. Veteranos B,COL
1749,Hombre,41,Cali,4993,3. Veteranos A,COL
1750,Hombre,64,Cali,4995,5. Veteranos C,COL
1751,Hombre,43,Cali,5001,3. Veteranos A,COL
1752,Hombre,24,Cali,5002,2. Abierta,COL
1753,Mujer,33,Cali,5003,2. Abierta,COL
1754,Hombre,38,Cali,5004,2. Abierta,COL
1755,Mujer,27,Cali,5010,2. Abierta,COL
1756,Mujer,54,Cali,5014,4. Veteranos B,COL
1757,Hombre,22,Cali,5017,2. Abierta,COL
1758,Mujer,37,Cali,5021,2. Abierta,0
1759,Mujer,27,Cali,5024,2. Abierta,COL
1760,Hombre,42,Cali,5032,3. Veteranos A,COL
1761,Mujer,49,Cali,5037,3. Veteranos A,COL
1762,Mujer,43,Cali,5043,3. Veteranos A,COL
1763,Mujer,33,Cali,5045,2. Abierta,COL
1764,Mujer,49,Cali,5045,3. Veteranos A,COL
1765,Mujer,28,Cali,5046,2. Abierta,COL
1766,Mujer,36,Buga,5046,2. Abierta,COL
1767,Hombre,26,Cali,5046,2. Abierta,COL
1768,Hombre,61,Cali,5055,5. Veteranos C,COL
1769,Mujer,30,Palmira,5060,2. Abierta,COL
1770,Hombre,35,Cali,5063,2. Abierta,COL
1771,Hombre,31,Cali,5064,2. Abierta,COL
1772,Mujer,35,Cali,5066,2. Abierta,COL
1773,Hombre,70,Rosario,5067,5. Veteranos C,ARG
1774,Hombre,59,Cali,5067,4. Veteranos B,COL
1775,Mujer,27,Cali,5068,2. Abierta,COL
1776,Mujer,21,Cali,5071,2. Abierta,COL
1777,Hombre,23,Buenaventura,5077,2. Abierta,COL
1778,Mujer,46,Cali,5081,3. Veteranos A,COL
1779,Hombre,35,Cali,5084,2. Abierta,COL
1780,Mujer,32,Cali,5084,2. Abierta,COL
1781,Mujer,39,Candelaria,5085,2. Abierta,COL
1782,Hombre,31,Cali,5085,2. Abierta,COL
1783,Mujer,45,Cali,5086,3. Veteranos A,COL
1784,Mujer,40,Cali,5086,3. Veteranos A,COL
1785,Mujer,26,Cali,5096,2. Abierta,COL
1786,Mujer,50,Candelaria,5101,4. Veteranos B,COL
1787,Mujer,25,Cali,5105,2. Abierta,COL
1788,Hombre,39,Tuluá,5106,2. Abierta,COL
1789,Mujer,21,Cali,5106,2. Abierta,COL
1790,Mujer,34,Cali,5107,2. Abierta,COL
1791,Mujer,23,Cali,5111,2. Abierta,COL
1792,Hombre,44,Cali,5116,3. Veteranos A,COL
1793,Mujer,38,Cali,5119,2. Abierta,COL
1794,Hombre,50,Cali,5128,4. Veteranos B,COL
1795,Mujer,23,Cali,5131,2. Abierta,COL
1796,Mujer,29,Cali,5132,2. Abierta,COL
1797,Hombre,54,Cali,5135,4. Veteranos B,COL
1798,Hombre,38,Cali,5147,2. Abierta,COL
1799,Mujer,37,Cali,5148,2. Abierta,COL
1800,Hombre,42,Cali,5150,3. Veteranos A,COL
1801,Mujer,32,Cali,5151,2. Abierta,COL
1802,Hombre,44,Palmira,5151,3. Veteranos A,COL
1803,Mujer,46,Cali,5151,3. Veteranos A,COL
1804,Mujer,34,Jamundí,5153,2. Abierta,COL
1805,Hombre,31,Jamundi,5153,2. Abierta,COL
1806,Mujer,26,Cali,5168,2. Abierta,COL
1807,Hombre,26,Cali,5168,2. Abierta,COL
1808,Mujer,29,Cali,5171,2. Abierta,COL
1809,Hombre,59,Cali,5171,4. Veteranos B,COL
1810,Hombre,33,Cali,5171,2. Abierta,COL
1811,Mujer,30,Cali,5172,2. Abierta,COL
1812,Mujer,37,Cali,5174,2. Abierta,COL
1813,Mujer,49,Cali,5187,3. Veteranos A,COL
1814,Mujer,50,Cali,5190,4. Veteranos B,COL
1815,Mujer,30,Cali,5194,2. Abierta,COL
1816,Mujer,24,Cali,5202,2. Abierta,COL
1817,Hombre,31,Cali,5207,2. Abierta,COL
1818,Mujer,24,Cali,5210,2. Abierta,COL
1819,Mujer,28,Cali,5216,2. Abierta,COL
1820,Mujer,67,Cali,5219,5. Veteranos C,COL
1821,Mujer,38,Cali,5228,2. Abierta,COL
1822,Mujer,45,Cali,5229,3. Veteranos A,COL
1823,Mujer,28,Cali,5231,2. Abierta,COL
1824,Mujer,35,Cali,5245,2. Abierta,COL
1825,Mujer,44,Cali,5249,3. Veteranos A,COL
1826,Mujer,42,Palmira,5267,3. Veteranos A,COL
1827,Hombre,26,Cali,5268,2. Abierta,COL
1828,Mujer,41,Cali,5269,3. Veteranos A,COL
1829,Mujer,49,Cali,5277,3. Veteranos A,COL
1830,Mujer,30,Cali,5284,2. Abierta,COL
1831,Mujer,58,Cali,5287,4. Veteranos B,COL
1832,Mujer,29,Cali,5288,2. Abierta,COL
1833,Hombre,30,Cali,5294,2. Abierta,COL
1834,Mujer,35,Cali,5304,2. Abierta,COL
1835,Mujer,23,Cali,5307,2. Abierta,COL
1836,Hombre,50,Cali,5308,4. Veteranos B,COL
1837,Mujer,59,Cali,5315,4. Veteranos B,COL
1838,Hombre,60,Cali,5316,5. Veteranos C,COL
1839,Mujer,50,Cali,5322,4. Veteranos B,COL
1840,Mujer,15,Cali,5326,1. Juvenil,COL
1841,Mujer,38,Cali,5332,2. Abierta,COL
1842,Hombre,27,Cali,5333,2. Abierta,COL
1843,Hombre,33,Cali,5334,2. Abierta,COL
1844,Hombre,28,Cali,5334,2. Abierta,COL
1845,Hombre,39,Cali,5335,2. Abierta,COL
1846,Hombre,31,Cali,5335,2. Abierta,COL
1847,Hombre,19,Cali,5335,2. Abierta,COL
1848,Mujer,43,Paz De Ariporo,5339,3. Veteranos A,COL
1849,Hombre,55,Cali,5341,4. Veteranos B,COL
1850,Mujer,42,Cali,5342,3. Veteranos A,COL
1851,Hombre,48,Cali,5342,3. Veteranos A,COL
1852,Mujer,18,Cali,5342,2. Abierta,COL
1853,Hombre,32,Cali,5363,2. Abierta,COL
1854,Mujer,46,Cali,5373,3. Veteranos A,COL
1855,Mujer,27,Ginebra,5373,2. Abierta,COL
1856,Hombre,22,Cali,5375,2. Abierta,COL
1857,Mujer,36,Cali,5385,2. Abierta,COL
1858,Hombre,28,Cali,5389,2. Abierta,COL
1859,Mujer,53,Cali,5405,4. Veteranos B,COL
1860,Hombre,28,Cali,5406,2. Abierta,COL
1861,Mujer,37,Cali,5411,2. Abierta,COL
1862,Hombre,19,Cali,5411,2. Abierta,COL
1863,Mujer,24,Cali,5413,2. Abierta,COL
1864,Mujer,33,Cali,5414,2. Abierta,COL
1865,Hombre,65,Cali,5414,5. Veteranos C,COL
1866,Mujer,27,Cali,5434,2. Abierta,COL
1867,Mujer,30,Cali,5443,2. Abierta,COL
1868,Hombre,42,Cali,5457,3. Veteranos A,COL
1869,Mujer,32,Cali,5466,2. Abierta,COL
1870,Mujer,39,Cali,5474,2. Abierta,COL
1871,Mujer,16,Cali,5480,1. Juvenil,COL
1872,Hombre,39,Jamundi,5492,2. Abierta,COL
1873,Hombre,53,Cali,5511,4. Veteranos B,COL
1874,Mujer,27,Cali,5516,2. Abierta,COL
1875,Mujer,41,Cali,5519,3. Veteranos A,COL
1876,Mujer,33,Jamundi,5528,2. Abierta,COL
1877,Hombre,29,Cali,5537,2. Abierta,COL
1878,Hombre,52,Cali,5554,4. Veteranos B,COL
1879,Mujer,30,Cali,5555,2. Abierta,COL
1880,Hombre,33,Cali,5575,2. Abierta,COL
1881,Mujer,45,Cali,5579,3. Veteranos A,COL
1882,Mujer,42,Cali,5598,3. Veteranos A,COL
1883,Hombre,46,Cali,5609,3. Veteranos A,COL
1884,Mujer,72,Cali,5609,5. Veteranos C,COL
1885,Mujer,31,Cali,5610,2. Abierta,COL
1886,Mujer,53,Cali,5614,4. Veteranos B,COL
1887,Mujer,40,Cali,5615,3. Veteranos A,COL
1888,Mujer,29,Cali,5623,2. Abierta,COL
1889,Mujer,64,Cali,5660,5. Veteranos C,COL
1890,Mujer,27,Cali,5671,2. Abierta,COL
1891,Hombre,38,Cali,5694,2. Abierta,COL
1892,Mujer,22,Cali,5750,2. Abierta,COL
1893,Mujer,40,Cali,5767,3. Veteranos A,COL
1894,Hombre,33,Cali,5782,2. Abierta,COL
1895,Mujer,30,Cali,5783,2. Abierta,COL
1896,Mujer,46,Bogotá,5805,3. Veteranos A,COL
1897,Hombre,29,Cali,5806,2. Abierta,COL
1898,Hombre,26,Cali,5842,2. Abierta,COL
1899,Mujer,24,Cali,5844,2. Abierta,COL
1900,Mujer,21,Cali,5844,2. Abierta,COL
1901,Mujer,28,Cali,5925,2. Abierta,COL
1902,Hombre,32,Cali,5926,2. Abierta,COL
1903,Hombre,22,Cali,5926,2. Abierta,COL
1904,Hombre,47,Cali,5930,3. Veteranos A,COL
1905,Mujer,21,Cali,5950,2. Abierta,COL
1906,Mujer,27,Cali,5966,2. Abierta,COL
1907,Mujer,38,Cali,5976,2. Abierta,COL
1908,Mujer,22,Cali,5998,2. Abierta,COL
1909,Hombre,47,Cali,6002,3. Veteranos A,COL
1910,Mujer,26,Cali,6043,2. Abierta,0
1911,Mujer,39,Ginebra,6043,2. Abierta,COL
1912,Mujer,46,Cali,6088,3. Veteranos A,COL
1913,Mujer,21,Cali,6090,2. Abierta,COL
1914,Mujer,23,Cali,6093,2. Abierta,COL
1915,Mujer,23,Cali,6178,2. Abierta,COL
1916,Hombre,23,Cali,6182,2. Abierta,COL
1917,Hombre,52,Cali,6311,4. Veteranos B,0
1918,Hombre,37,Cali,6353,2. Abierta,COL
1919,Mujer,28,Cali,6354,2. Abierta,COL
1920,Mujer,40,Cali,6682,3. Veteranos A,COL
1921,Hombre,26,Cali,6868,2. Abierta,COL
1922,Hombre,76,Cali,9962,5. Veteranos C,COL
